{'episode' 1, 'episode_time_secs' '3.91670298576355', 'episode_steps' '144', 'episode_reward' 0.0, 'reward_min' 0.0, 'reward_max' 0.0, 'reward_avg_by_step' 0.0, 'value_avg' -0.004148183, 'training_time' 3.91670298576355, 'training_steps' '1428'}
{'episode' 200, 'episode_time_secs' '4.095716953277588', 'episode_steps' '307', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016286644951140065, 'value_avg' 1.01376, 'training_time' 2821.8107929229736, 'training_steps' '251831'}
{'episode' 201, 'episode_time_secs' '3.6943228244781494', 'episode_steps' '259', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015444015444015444, 'value_avg' 1.0136132, 'training_time' 2825.505115747452, 'training_steps' '253111'}
{'episode' 202, 'episode_time_secs' '3.836698055267334', 'episode_steps' '273', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014652014652014652, 'value_avg' 1.0138683, 'training_time' 2829.341813802719, 'training_steps' '254516'}
{'episode' 203, 'episode_time_secs' '4.1013102531433105', 'episode_steps' '290', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017241379310344827, 'value_avg' 1.015515, 'training_time' 2833.4431240558624, 'training_steps' '256055'}
{'episode' 204, 'episode_time_secs' '4.1920130252838135', 'episode_steps' '282', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01773049645390071, 'value_avg' 1.0171235, 'training_time' 2837.6351370811462, 'training_steps' '257508'}
{'episode' 205, 'episode_time_secs' '3.3996551036834717', 'episode_steps' '254', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015748031496062992, 'value_avg' 1.0176569, 'training_time' 2841.0347921848297, 'training_steps' '258837'}
{'episode' 206, 'episode_time_secs' '4.624078035354614', 'episode_steps' '344', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01744186046511628, 'value_avg' 1.0175425, 'training_time' 2845.6588702201843, 'training_steps' '260563'}
{'episode' 207, 'episode_time_secs' '5.183700799942017', 'episode_steps' '305', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01639344262295082, 'value_avg' 1.0174521, 'training_time' 2850.8425710201263, 'training_steps' '262185'}
{'episode' 208, 'episode_time_secs' '5.010365009307861', 'episode_steps' '318', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015723270440251572, 'value_avg' 1.0179615, 'training_time' 2855.852936029434, 'training_steps' '263819'}
{'episode' 209, 'episode_time_secs' '4.146860122680664', 'episode_steps' '276', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014492753623188406, 'value_avg' 1.0189694, 'training_time' 2859.999796152115, 'training_steps' '265185'}
{'episode' 210, 'episode_time_secs' '6.6536781787872314', 'episode_steps' '450', 'episode_reward' 7.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015555555555555555, 'value_avg' 1.0194509, 'training_time' 2866.653474330902, 'training_steps' '267367'}
{'episode' 211, 'episode_time_secs' '4.236011028289795', 'episode_steps' '295', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01694915254237288, 'value_avg' 1.0194848, 'training_time' 2870.889485359192, 'training_steps' '268910'}
{'episode' 212, 'episode_time_secs' '3.520925760269165', 'episode_steps' '228', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013157894736842105, 'value_avg' 1.0202621, 'training_time' 2874.410411119461, 'training_steps' '270141'}
{'episode' 213, 'episode_time_secs' '4.620419979095459', 'episode_steps' '294', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017006802721088437, 'value_avg' 1.0202721, 'training_time' 2879.0308310985565, 'training_steps' '271615'}
{'episode' 214, 'episode_time_secs' '5.523951768875122', 'episode_steps' '363', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013774104683195593, 'value_avg' 1.0221719, 'training_time' 2884.5547828674316, 'training_steps' '273544'}
{'episode' 215, 'episode_time_secs' '4.0708441734313965', 'episode_steps' '275', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014545454545454545, 'value_avg' 1.0235716, 'training_time' 2888.625627040863, 'training_steps' '275003'}
{'episode' 216, 'episode_time_secs' '3.9318900108337402', 'episode_steps' '258', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015503875968992248, 'value_avg' 1.0236473, 'training_time' 2892.557517051697, 'training_steps' '276335'}
{'episode' 217, 'episode_time_secs' '3.9775760173797607', 'episode_steps' '280', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014285714285714285, 'value_avg' 1.0238417, 'training_time' 2896.5350930690765, 'training_steps' '277800'}
{'episode' 218, 'episode_time_secs' '3.9417543411254883', 'episode_steps' '263', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015209125475285171, 'value_avg' 1.0241935, 'training_time' 2900.476847410202, 'training_steps' '279184'}
{'episode' 219, 'episode_time_secs' '4.58507513999939', 'episode_steps' '324', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015432098765432098, 'value_avg' 1.0247686, 'training_time' 2905.0619225502014, 'training_steps' '280760'}
{'episode' 220, 'episode_time_secs' '4.422882080078125', 'episode_steps' '334', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017964071856287425, 'value_avg' 1.0254929, 'training_time' 2909.4848046302795, 'training_steps' '282512'}
{'episode' 221, 'episode_time_secs' '4.280476808547974', 'episode_steps' '322', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015527950310559006, 'value_avg' 1.0267032, 'training_time' 2913.7652814388275, 'training_steps' '284130'}
{'episode' 222, 'episode_time_secs' '3.6342389583587646', 'episode_steps' '269', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01486988847583643, 'value_avg' 1.0274704, 'training_time' 2917.3995203971863, 'training_steps' '285500'}
{'episode' 223, 'episode_time_secs' '3.37886905670166', 'episode_steps' '248', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016129032258064516, 'value_avg' 1.0274318, 'training_time' 2920.778389453888, 'training_steps' '286847'}
{'episode' 224, 'episode_time_secs' '4.046079874038696', 'episode_steps' '285', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017543859649122806, 'value_avg' 1.0261729, 'training_time' 2924.8244693279266, 'training_steps' '288298'}
{'episode' 225, 'episode_time_secs' '3.9620790481567383', 'episode_steps' '264', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015151515151515152, 'value_avg' 1.0255929, 'training_time' 2928.7865483760834, 'training_steps' '289691'}
{'episode' 226, 'episode_time_secs' '3.5245609283447266', 'episode_steps' '253', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015810276679841896, 'value_avg' 1.0255172, 'training_time' 2932.311109304428, 'training_steps' '291032'}
{'episode' 227, 'episode_time_secs' '4.808488130569458', 'episode_steps' '366', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01639344262295082, 'value_avg' 1.0266539, 'training_time' 2937.1195974349976, 'training_steps' '292862'}
{'episode' 228, 'episode_time_secs' '3.684922218322754', 'episode_steps' '271', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014760147601476014, 'value_avg' 1.0278715, 'training_time' 2940.8045196533203, 'training_steps' '294298'}
{'episode' 229, 'episode_time_secs' '3.9684879779815674', 'episode_steps' '301', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016611295681063124, 'value_avg' 1.0281473, 'training_time' 2944.773007631302, 'training_steps' '295878'}
{'episode' 230, 'episode_time_secs' '3.969557046890259', 'episode_steps' '288', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017361111111111112, 'value_avg' 1.0276577, 'training_time' 2948.742564678192, 'training_steps' '297332'}
{'episode' 231, 'episode_time_secs' '4.273640871047974', 'episode_steps' '290', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017241379310344827, 'value_avg' 1.0271655, 'training_time' 2953.01620554924, 'training_steps' '298812'}
{'episode' 232, 'episode_time_secs' '3.59580397605896', 'episode_steps' '253', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.011857707509881422, 'value_avg' 1.0288956, 'training_time' 2956.612009525299, 'training_steps' '300110'}
{'episode' 233, 'episode_time_secs' '4.369732141494751', 'episode_steps' '322', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015527950310559006, 'value_avg' 1.02962, 'training_time' 2960.981741666794, 'training_steps' '301834'}
{'episode' 234, 'episode_time_secs' '4.28063178062439', 'episode_steps' '309', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016181229773462782, 'value_avg' 1.0295652, 'training_time' 2965.262373447418, 'training_steps' '303310'}
{'episode' 235, 'episode_time_secs' '3.5089871883392334', 'episode_steps' '257', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01556420233463035, 'value_avg' 1.029559, 'training_time' 2968.7713606357574, 'training_steps' '304722'}
{'episode' 236, 'episode_time_secs' '5.265548944473267', 'episode_steps' '390', 'episode_reward' 7.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017948717948717947, 'value_avg' 1.0317726, 'training_time' 2974.0369095802307, 'training_steps' '306654'}
{'episode' 237, 'episode_time_secs' '3.939725160598755', 'episode_steps' '266', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015037593984962405, 'value_avg' 1.0335267, 'training_time' 2977.9766347408295, 'training_steps' '308043'}
{'episode' 238, 'episode_time_secs' '3.8051071166992188', 'episode_steps' '266', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015037593984962405, 'value_avg' 1.0336944, 'training_time' 2981.7817418575287, 'training_steps' '309424'}
{'episode' 239, 'episode_time_secs' '3.707249879837036', 'episode_steps' '271', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014760147601476014, 'value_avg' 1.0328985, 'training_time' 2985.4889917373657, 'training_steps' '310889'}
{'episode' 240, 'episode_time_secs' '3.541778087615967', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.0321336, 'training_time' 2989.0307698249817, 'training_steps' '312262'}
{'episode' 241, 'episode_time_secs' '3.710829257965088', 'episode_steps' '268', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014925373134328358, 'value_avg' 1.0324943, 'training_time' 2992.741599082947, 'training_steps' '313595'}
{'episode' 242, 'episode_time_secs' '3.452756881713867', 'episode_steps' '251', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01593625498007968, 'value_avg' 1.0329494, 'training_time' 2996.1943559646606, 'training_steps' '314958'}
{'episode' 243, 'episode_time_secs' '3.571948766708374', 'episode_steps' '259', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015444015444015444, 'value_avg' 1.0339044, 'training_time' 2999.766304731369, 'training_steps' '316321'}
{'episode' 244, 'episode_time_secs' '3.9258148670196533', 'episode_steps' '258', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015503875968992248, 'value_avg' 1.0348673, 'training_time' 3003.6921195983887, 'training_steps' '317743'}
{'episode' 245, 'episode_time_secs' '3.693180799484253', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.0349846, 'training_time' 3007.385300397873, 'training_steps' '319128'}
{'episode' 246, 'episode_time_secs' '5.790258884429932', 'episode_steps' '425', 'episode_reward' 8.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.018823529411764704, 'value_avg' 1.0343064, 'training_time' 3013.175559282303, 'training_steps' '321335'}
{'episode' 247, 'episode_time_secs' '5.03499698638916', 'episode_steps' '363', 'episode_reward' 6.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01652892561983471, 'value_avg' 1.0333198, 'training_time' 3018.210556268692, 'training_steps' '323176'}
{'episode' 248, 'episode_time_secs' '3.466978073120117', 'episode_steps' '258', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015503875968992248, 'value_avg' 1.0341645, 'training_time' 3021.677534341812, 'training_steps' '324472'}
{'episode' 249, 'episode_time_secs' '3.93346905708313', 'episode_steps' '291', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01718213058419244, 'value_avg' 1.0344796, 'training_time' 3025.6110033988953, 'training_steps' '326012'}
{'episode' 250, 'episode_time_secs' '5.65963888168335', 'episode_steps' '395', 'episode_reward' 7.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017721518987341773, 'value_avg' 1.0354759, 'training_time' 3031.2706422805786, 'training_steps' '327986'}
{'episode' 251, 'episode_time_secs' '3.760787010192871', 'episode_steps' '274', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014598540145985401, 'value_avg' 1.0356377, 'training_time' 3035.0314292907715, 'training_steps' '329429'}
{'episode' 252, 'episode_time_secs' '5.27480411529541', 'episode_steps' '389', 'episode_reward' 7.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017994858611825194, 'value_avg' 1.0364476, 'training_time' 3040.306233406067, 'training_steps' '331379'}
{'episode' 253, 'episode_time_secs' '4.206728219985962', 'episode_steps' '317', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015772870662460567, 'value_avg' 1.0375744, 'training_time' 3044.512961626053, 'training_steps' '333080'}
{'episode' 254, 'episode_time_secs' '3.470813035964966', 'episode_steps' '252', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015873015873015872, 'value_avg' 1.0383011, 'training_time' 3047.983774662018, 'training_steps' '334460'}
{'episode' 255, 'episode_time_secs' '3.9248340129852295', 'episode_steps' '267', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0149812734082397, 'value_avg' 1.0393857, 'training_time' 3051.908608675003, 'training_steps' '335928'}
{'episode' 256, 'episode_time_secs' '4.60584282875061', 'episode_steps' '292', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0136986301369863, 'value_avg' 1.040685, 'training_time' 3056.5144515037537, 'training_steps' '337456'}
{'episode' 257, 'episode_time_secs' '3.989506721496582', 'episode_steps' '296', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016891891891891893, 'value_avg' 1.0411708, 'training_time' 3060.5039582252502, 'training_steps' '339019'}
{'episode' 258, 'episode_time_secs' '3.9108569622039795', 'episode_steps' '289', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01384083044982699, 'value_avg' 1.0411988, 'training_time' 3064.414815187454, 'training_steps' '340597'}
{'episode' 259, 'episode_time_secs' '3.8349719047546387', 'episode_steps' '278', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014388489208633094, 'value_avg' 1.0413296, 'training_time' 3068.249787092209, 'training_steps' '342069'}
{'episode' 260, 'episode_time_secs' '3.644439935684204', 'episode_steps' '260', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015384615384615385, 'value_avg' 1.0418755, 'training_time' 3071.894227027893, 'training_steps' '343465'}
{'episode' 261, 'episode_time_secs' '3.359278917312622', 'episode_steps' '246', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016260162601626018, 'value_avg' 1.0423634, 'training_time' 3075.2535059452057, 'training_steps' '344778'}
{'episode' 262, 'episode_time_secs' '6.60988712310791', 'episode_steps' '450', 'episode_reward' 8.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017777777777777778, 'value_avg' 1.0404985, 'training_time' 3081.8633930683136, 'training_steps' '347061'}
{'episode' 263, 'episode_time_secs' '4.221899032592773', 'episode_steps' '303', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0165016501650165, 'value_avg' 1.0410933, 'training_time' 3086.0852921009064, 'training_steps' '348668'}
{'episode' 264, 'episode_time_secs' '3.9211041927337646', 'episode_steps' '283', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0176678445229682, 'value_avg' 1.0420117, 'training_time' 3090.00639629364, 'training_steps' '350126'}
{'episode' 265, 'episode_time_secs' '3.99233078956604', 'episode_steps' '290', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017241379310344827, 'value_avg' 1.0431563, 'training_time' 3093.998727083206, 'training_steps' '351698'}
{'episode' 266, 'episode_time_secs' '3.705763816833496', 'episode_steps' '274', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014598540145985401, 'value_avg' 1.0435379, 'training_time' 3097.7044909000397, 'training_steps' '353183'}
{'episode' 267, 'episode_time_secs' '3.6916239261627197', 'episode_steps' '275', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014545454545454545, 'value_avg' 1.0425986, 'training_time' 3101.3961148262024, 'training_steps' '354649'}
{'episode' 268, 'episode_time_secs' '4.633280992507935', 'episode_steps' '309', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016181229773462782, 'value_avg' 1.0414624, 'training_time' 3106.0293958187103, 'training_steps' '356325'}
{'episode' 269, 'episode_time_secs' '3.912513017654419', 'episode_steps' '271', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014760147601476014, 'value_avg' 1.0416828, 'training_time' 3109.9419088363647, 'training_steps' '357741'}
{'episode' 270, 'episode_time_secs' '3.9320881366729736', 'episode_steps' '286', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013986013986013986, 'value_avg' 1.0424968, 'training_time' 3113.8739969730377, 'training_steps' '359254'}
{'episode' 271, 'episode_time_secs' '3.702164888381958', 'episode_steps' '272', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01838235294117647, 'value_avg' 1.0434428, 'training_time' 3117.5761618614197, 'training_steps' '360745'}
{'episode' 272, 'episode_time_secs' '3.55100417137146', 'episode_steps' '255', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01568627450980392, 'value_avg' 1.0442548, 'training_time' 3121.127166032791, 'training_steps' '362156'}
{'episode' 273, 'episode_time_secs' '3.6001811027526855', 'episode_steps' '264', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015151515151515152, 'value_avg' 1.0440218, 'training_time' 3124.727347135544, 'training_steps' '363599'}
{'episode' 274, 'episode_time_secs' '3.819448709487915', 'episode_steps' '265', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01509433962264151, 'value_avg' 1.0436201, 'training_time' 3128.5467958450317, 'training_steps' '364992'}
{'episode' 275, 'episode_time_secs' '3.3768060207366943', 'episode_steps' '227', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013215859030837005, 'value_avg' 1.044223, 'training_time' 3131.9236018657684, 'training_steps' '366209'}
{'episode' 276, 'episode_time_secs' '3.3053879737854004', 'episode_steps' '228', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013157894736842105, 'value_avg' 1.0453199, 'training_time' 3135.228989839554, 'training_steps' '367497'}
{'episode' 277, 'episode_time_secs' '3.6552538871765137', 'episode_steps' '269', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01486988847583643, 'value_avg' 1.0465243, 'training_time' 3138.8842437267303, 'training_steps' '368965'}
{'episode' 278, 'episode_time_secs' '4.006296634674072', 'episode_steps' '291', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01718213058419244, 'value_avg' 1.0468332, 'training_time' 3142.8905403614044, 'training_steps' '370523'}
{'episode' 279, 'episode_time_secs' '3.7457549571990967', 'episode_steps' '271', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014760147601476014, 'value_avg' 1.0469137, 'training_time' 3146.6362953186035, 'training_steps' '372061'}
{'episode' 280, 'episode_time_secs' '3.5208771228790283', 'episode_steps' '253', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015810276679841896, 'value_avg' 1.0468576, 'training_time' 3150.1571724414825, 'training_steps' '373454'}
{'episode' 281, 'episode_time_secs' '4.023525953292847', 'episode_steps' '259', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015444015444015444, 'value_avg' 1.0472807, 'training_time' 3154.1806983947754, 'training_steps' '374868'}
{'episode' 282, 'episode_time_secs' '4.076904058456421', 'episode_steps' '267', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.0149812734082397, 'value_avg' 1.0476351, 'training_time' 3158.257602453232, 'training_steps' '376245'}
{'episode' 283, 'episode_time_secs' '3.454525947570801', 'episode_steps' '252', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015873015873015872, 'value_avg' 1.047883, 'training_time' 3161.7121284008026, 'training_steps' '377571'}
{'episode' 284, 'episode_time_secs' '3.4500420093536377', 'episode_steps' '250', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016, 'value_avg' 1.0483361, 'training_time' 3165.1621704101562, 'training_steps' '378987'}
{'episode' 285, 'episode_time_secs' '3.641636848449707', 'episode_steps' '269', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01486988847583643, 'value_avg' 1.0485027, 'training_time' 3168.803807258606, 'training_steps' '380411'}
{'episode' 286, 'episode_time_secs' '6.015811204910278', 'episode_steps' '442', 'episode_reward' 8.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01809954751131222, 'value_avg' 1.0482537, 'training_time' 3174.8196184635162, 'training_steps' '382618'}
{'episode' 287, 'episode_time_secs' '3.349346160888672', 'episode_steps' '225', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.013333333333333334, 'value_avg' 1.0482877, 'training_time' 3178.168964624405, 'training_steps' '383919'}
{'episode' 288, 'episode_time_secs' '4.1707541942596436', 'episode_steps' '287', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017421602787456445, 'value_avg' 1.0478129, 'training_time' 3182.3397188186646, 'training_steps' '385386'}
{'episode' 289, 'episode_time_secs' '3.870421886444092', 'episode_steps' '270', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014814814814814815, 'value_avg' 1.0478348, 'training_time' 3186.2101407051086, 'training_steps' '386892'}
{'episode' 290, 'episode_time_secs' '3.8986408710479736', 'episode_steps' '284', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.014084507042253521, 'value_avg' 1.0481082, 'training_time' 3190.1087815761566, 'training_steps' '388409'}
{'episode' 291, 'episode_time_secs' '5.3020243644714355', 'episode_steps' '398', 'episode_reward' 7.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017587939698492462, 'value_avg' 1.0474385, 'training_time' 3195.410805940628, 'training_steps' '390465'}
{'episode' 292, 'episode_time_secs' '3.2688422203063965', 'episode_steps' '235', 'episode_reward' 3.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.01276595744680851, 'value_avg' 1.0471526, 'training_time' 3198.6796481609344, 'training_steps' '391788'}
{'episode' 293, 'episode_time_secs' '3.5093870162963867', 'episode_steps' '254', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015748031496062992, 'value_avg' 1.0470451, 'training_time' 3202.189035177231, 'training_steps' '393144'}
{'episode' 294, 'episode_time_secs' '4.370229005813599', 'episode_steps' '287', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017421602787456445, 'value_avg' 1.0476047, 'training_time' 3206.5592641830444, 'training_steps' '394706'}
{'episode' 295, 'episode_time_secs' '4.217176914215088', 'episode_steps' '299', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016722408026755852, 'value_avg' 1.0486004, 'training_time' 3210.7764410972595, 'training_steps' '396291'}
{'episode' 296, 'episode_time_secs' '3.514986753463745', 'episode_steps' '258', 'episode_reward' 4.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.015503875968992248, 'value_avg' 1.0493226, 'training_time' 3214.2914278507233, 'training_steps' '397710'}
{'episode' 297, 'episode_time_secs' '3.7656068801879883', 'episode_steps' '278', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.017985611510791366, 'value_avg' 1.0491687, 'training_time' 3218.0570347309113, 'training_steps' '399217'}
{'episode' 298, 'episode_time_secs' '4.33503794670105', 'episode_steps' '312', 'episode_reward' 5.0, 'reward_min' 0.0, 'reward_max' 1.0, 'reward_avg_by_step' 0.016025641025641024, 'value_avg' 1.0486387, 'training_time' 3222.3920726776123, 'training_steps' '400824'}
